player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
3325AAA3,8,0,50000,40370,3447,6183,4431,274,45295
3325AAA3,9,0,50000,23348,20298,6354,4340,199,45461
3325AAA3,K,0,50000,22159,5968,21873,3987,711,45302
3325AAA3,A,0,50000,16930,6113,26957,2054,1484,46462
3325AAA4,2,0,50000,37865,6131,6004,1065,149,48786
3325AAA4,3,0,50000,37752,6232,6016,1024,127,48849
3325AAA4,4,0,50000,37785,6069,6146,1004,123,48873
3325AAA4,5,0,50000,39692,4570,5738,1089,110,48801
3325AAA4,6,0,50000,40295,4783,4922,1040,119,48841
3325AAA4,7,0,50000,43044,3350,3606,1115,74,48811
3325AAA4,8,0,50000,43758,3300,2942,1136,81,48783
3325AAA4,9,0,50000,43816,3150,3034,1094,76,48830
3325AAA4,K,0,50000,28145,18974,2881,1121,40,48839
3325AAA4,A,0,50000,23118,6499,20383,0,0,50000
3325AAAA,2,0,50000,19280,5735,24985,7331,1176,41493
3325AAAA,3,0,50000,19739,6503,23758,7234,1157,41609
3325AAAA,4,0,50000,22306,4590,23104,7132,1179,41689
3325AAAA,5,0,50000,23780,5344,20876,8210,1187,40603
3325AAAA,6,0,50000,26781,2840,20379,8379,1146,40475
3325AAAA,7,0,50000,15054,20788,14158,9017,771,40212
3325AAAA,8,0,50000,13619,6462,29919,9435,552,40013
3325AAAA,9,0,50000,12566,5985,31449,8125,1867,40008
3325AAAA,K,0,50000,11354,5570,33076,7537,1556,40907
332622AA,2,0,50000,37295,6423,6282,2070,268,47662
332622AA,3,0,50000,37908,6228,5864,2053,260,47687
332622AA,4,0,50000,38428,5496,6076,2068,271,47661
332622AA,5,0,50000,39371,5492,5137,2051,232,47717
332622AA,6,0,50000,38500,5816,5684,2088,277,47635
332622AA,7,0,50000,42378,3586,4036,2114,218,47668
332622AA,8,0,50000,44405,2666,2929,2178,145,47677
332622AA,9,0,50000,43380,4419,2201,2318,120,47562
332622AA,K,0,50000,27307,18891,3802,2181,132,47687
332622AA,A,0,50000,22432,6791,20777,678,489,48833
33262A2A,2,0,50000,37207,6405,6388,2115,270,47615
33262A2A,3,0,50000,37859,6285,5856,2067,247,47686
33262A2A,4,0,50000,38385,5605,6010,1960,256,47784
33262A2A,5,0,50000,39317,5590,5093,2118,248,47634
33262A2A,6,0,50000,38510,5873,5617,2075,274,47651
33262A2A,7,0,50000,42552,3549,3899,2122,201,47677
33262A2A,8,0,50000,44517,2589,2894,2208,135,47657
33262A2A,9,0,50000,43392,4326,2282,2148,117,47735
33262A2A,K,0,50000,27348,18828,3824,2249,138,47613
33262A2A,A,0,50000,22699,6856,20445,667,528,48805
33262AA2,2,0,50000,37267,6488,6245,2003,281,47716
33262AA2,3,0,50000,37816,6300,5884,1997,290,47713
33262AA2,4,0,50000,38436,5401,6163,2131,317,47552
33262AA2,5,0,50000,39187,5633,5180,2100,201,47699
33262AA2,6,0,50000,38730,5724,5546,2008,250,47742
33262AA2,7,0,50000,42463,3590,3947,2122,202,47676
33262AA2,8,0,50000,44306,2679,3015,2136,139,47725
33262AA2,9,0,50000,43401,4319,2280,2238,103,47659
33262AA2,K,0,50000,27335,18777,3888,2214,114,47672
33262AA2,A,0,50000,22739,6724,20537,670,481,48849
33262AAA,2,0,50000,30918,6510,12572,1897,288,47815
33262AAA,3,0,50000,32630,5391,11979,2926,423,46651
33262AAA,4,0,50000,32312,6237,11451,3017,413,46570
33262AAA,5,0,50000,33686,6087,10227,2991,375,46634
33262AAA,6,0,50000,33927,4597,11476,2891,404,46705
33262AAA,7,0,50000,38943,3357,7700,3176,277,46547
33262AAA,8,0,50000,40443,3544,6013,3137,222,46641
33262AAA,9,0,50000,23540,20550,5910,3246,174,46580
33262AAA,K,0,50000,22048,6252,21700,2897,607,46496
33262AAA,A,0,50000,16273,6285,27442,1345,995,47660
33263AAA,2,0,50000,37773,6129,6098,996,135,48869
33263AAA,3,0,50000,38089,6205,5706,1008,130,48862
33263AAA,4,0,50000,38335,5557,6108,1030,152,48818
33263AAA,5,0,50000,39612,5358,5030,1029,128,48843
33263AAA,6,0,50000,38603,5882,5515,1009,145,48846
33263AAA,7,0,50000,42780,3259,3961,1022,113,48865
33263AAA,8,0,50000,44129,3376,2495,1151,54,48795
33263AAA,9,0,50000,43574,3323,3103,1115,79,48806
33263AAA,K,0,50000,28381,18864,2755,1134,39,48827
33263AAA,A,0,50000,22668,6805,20527,0,0,50000
3326A22A,2,0,50000,37275,6435,6290,2002,308,47690
3326A22A,3,0,50000,37766,6381,5853,2082,265,47653
3326A22A,4,0,50000,38316,5517,6167,2004,301,47695
3326A22A,5,0,50000,39291,5606,5103,2142,240,47618
3326A22A,6,0,50000,38767,5648,5585,2076,256,47668
3326A22A,7,0,50000,42419,3600,3981,2138,197,47665
3326A22A,8,0,50000,44443,2651,2906,2222,128,47650
3326A22A,9,0,50000,43494,4267,2239,2265,104,47631
3326A22A,K,0,50000,27261,18862,3877,2161,153,47686
3326A22A,A,0,50000,22603,6839,20558,663,476,48861
3326A2A2,2,0,50000,37302,6489,6209,2021,283,47696
3326A2A2,3,0,50000,37798,6237,5965,2056,247,47697
3326A2A2,4,0,50000,38398,5560,6042,2062,287,47651
3326A2A2,5,0,50000,39335,5497,5168,2084,228,47688
3326A2A2,6,0,50000,38520,5830,5650,2090,281,47629
3326A2A2,7,0,50000,42405,3590,4005,2020,183,47797
3326A2A2,8,0,50000,44337,2673,2990,2139,127,47734
3326A2A2,9,0,50000,43579,4228,2193,2185,119,47696
3326A2A2,K,0,50000,27325,18898,3777,2186,120,47694
3326A2A2,A,0,50000,22606,6933,20461,682,486,48832
3326A2AA,2,0,50000,30777,6734,12489,1857,292,47851
3326A2AA,3,0,50000,32402,5541,12057,2909,429,46662
3326A2AA,4,0,50000,32356,6142,11502,2899,391,46710
3326A2AA,5,0,50000,33782,5954,10264,2978,344,46678
3326A2AA,6,0,50000,33918,4606,11476,2955,383,46662
3326A2AA,7,0,50000,39005,3391,7604,3204,290,46506
3326A2AA,8,0,50000,40415,3496,6089,3321,235,46444
3326A2AA,9,0,50000,23703,20363,5934,3301,153,46546
3326A2AA,K,0,50000,22014,6084,21902,2938,592,46470
3326A2AA,A,0,50000,16413,6298,27289,1338,1030,47632
3326A3AA,2,0,50000,37581,6229,6190,1010,139,48851
3326A3AA,3,0,50000,37827,6389,5784,1002,134,48864
3326A3AA,4,0,50000,38209,5570,6221,981,154,48865
3326A3AA,5,0,50000,39647,5273,5080,1041,120,48839
3326A3AA,6,0,50000,38499,5880,5621,1035,127,48838
3326A3AA,7,0,50000,42811,3192,3997,1086,90,48824
3326A3AA,8,0,50000,43843,3525,2632,1091,55,48854
3326A3AA,9,0,50000,43466,3416,3118,1175,64,48761
3326A3AA,K,0,50000,28208,18982,2810,1165,38,48797
3326A3AA,A,0,50000,22586,6878,20536,0,0,50000
3326AA22,2,0,50000,37271,6561,6168,2007,268,47725
3326AA22,3,0,50000,37729,6352,5919,2003,252,47745
3326AA22,4,0,50000,38440,5530,6030,2035,256,47709
3326AA22,5,0,50000,39315,5553,5132,2124,241,47635
3326AA22,6,0,50000,38735,5793,5472,2012,244,47744
3326AA22,7,0,50000,42414,3561,4025,2104,167,47729
3326AA22,8,0,50000,44506,2625,2869,2197,154,47649
3326AA22,9,0,50000,43303,4380,2317,2253,91,47656
3326AA22,K,0,50000,27128,19021,3851,2217,139,47644
3326AA22,A,0,50000,22836,6782,20382,644,505,48851
3326AA2A,2,0,50000,30990,6540,12470,1832,255,47913
3326AA2A,3,0,50000,32555,5452,11993,2972,461,46567
3326AA2A,4,0,50000,32065,6424,11511,2857,414,46729
3326AA2A,5,0,50000,33554,5963,10483,2940,367,46693
3326AA2A,6,0,50000,33925,4497,11578,2939,409,46652
3326AA2A,7,0,50000,38904,3432,7664,3052,286,46662
3326AA2A,8,0,50000,40330,3575,6095,3138,200,46662
3326AA2A,9,0,50000,23723,20335,5942,3302,172,46526
3326AA2A,K,0,50000,22104,6076,21820,2887,604,46509
3326AA2A,A,0,50000,16255,6290,27455,1347,1005,47648
3326AA3A,2,0,50000,37478,6332,6190,990,148,48862
3326AA3A,3,0,50000,37976,6266,5758,1036,127,48837
3326AA3A,4,0,50000,38434,5479,6087,1001,136,48863
3326AA3A,5,0,50000,39412,5402,5186,1061,125,48814
3326AA3A,6,0,50000,38540,5894,5566,1082,136,48782
3326AA3A,7,0,50000,42936,3171,3893,1069,82,48849
3326AA3A,8,0,50000,43951,3459,2590,1097,57,48846
3326AA3A,9,0,50000,43715,3191,3094,1087,77,48836
3326AA3A,K,0,50000,28206,18969,2825,1138,38,48824
3326AA3A,A,0,50000,22488,7063,20449,0,0,50000
3326AAA2,2,0,50000,30796,6681,12523,1939,306,47755
3326AAA2,3,0,50000,32186,5617,12197,2887,445,46668
3326AAA2,4,0,50000,32397,6264,11339,2926,418,46656
3326AAA2,5,0,50000,33632,5972,10396,3100,349,46551
3326AAA2,6,0,50000,33979,4571,11450,2924,406,46670
3326AAA2,7,0,50000,38952,3425,7623,3141,256,46603
3326AAA2,8,0,50000,40376,3516,6108,3173,233,46594
3326AAA2,9,0,50000,23454,20550,5996,3222,162,46616
3326AAA2,K,0,50000,22104,6150,21746,2871,569,46560
3326AAA2,A,0,50000,16234,6280,27486,1416,918,47666
3326AAA3,2,0,50000,37630,6279,6091,1004,150,48846
3326AAA3,3,0,50000,37925,6311,5764,1028,141,48831
3326AAA3,4,0,50000,38418,5491,6091,987,134,48879
3326AAA3,5,0,50000,39533,5328,5139,1049,127,48824
3326AAA3,6,0,50000,38492,5975,5533,996,128,48876
3326AAA3,7,0,50000,42756,3310,3934,1101,98,48801
3326AAA3,8,0,50000,43910,3480,2610,1102,53,48845
3326AAA3,9,0,50000,43692,3164,3144,1067,75,48858
3326AAA3,K,0,50000,28071,19162,2767,1105,37,48858
3326AAA3,A,0,50000,22406,6935,20659,0,0,50000
3326AAAA,2,0,50000,25487,5655,18858,3756,561,45683
3326AAAA,3,0,50000,26321,6400,17279,3649,527,45824
3326AAAA,4,0,50000,27069,5497,17434,4790,651,44559
3326AAAA,5,0,50000,29262,4628,16110,4921,585,44494
3326AAAA,6,0,50000,28643,5445,15912,4739,656,44605
3326AAAA,7,0,50000,35741,2755,11504,5067,427,44506
3326AAAA,8,0,50000,20124,20708,9168,5246,328,44426
3326AAAA,9,0,50000,18427,5525,26048,5308,295,44397
3326AAAA,K,0,50000,16879,6030,27091,4281,1448,44271
33272AAA,2,0,50000,37346,6408,6246,984,144,48872
33272AAA,3,0,50000,38816,5515,5669,1041,127,48832
33272AAA,4,0,50000,38704,6016,5280,1111,118,48771
33272AAA,5,0,50000,38803,5533,5664,974,122,48904
33272AAA,6,0,50000,38413,5894,5693,987,144,48869
33272AAA,7,0,50000,42325,3596,4079,1082,98,48820
33272AAA,8,0,50000,43973,3036,2991,1111,73,48816
33272AAA,9,0,50000,44113,3250,2637,1053,63,48884
33272AAA,K,0,50000,27825,19252,2923,1059,42,48899
33272AAA,A,0,50000,22425,6844,20731,0,0,50000
3327A2AA,2,0,50000,37378,6350,6272,1030,144,48826
3327A2AA,3,0,50000,38574,5584,5842,998,124,48878
3327A2AA,4,0,50000,38613,6090,5297,996,123,48881
3327A2AA,5,0,50000,38986,5455,5559,1057,139,48804
3327A2AA,6,0,50000,38443,5946,5611,1063,132,48805
3327A2AA,7,0,50000,42348,3566,4086,1135,93,48772
3327A2AA,8,0,50000,44011,3019,2970,1110,70,48820
3327A2AA,9,0,50000,44006,3233,2761,1121,59,48820
3327A2AA,K,0,50000,27730,19322,2948,1062,30,48908
3327A2AA,A,0,50000,22451,6828,20721,0,0,50000
3327AA2A,2,0,50000,37453,6466,6081,1020,118,48862
3327AA2A,3,0,50000,38788,5484,5728,1007,132,48861
3327AA2A,4,0,50000,38681,6114,5205,1080,101,48819
3327AA2A,5,0,50000,39043,5324,5633,1093,130,48777
3327AA2A,6,0,50000,38392,5966,5642,1010,138,48852
3327AA2A,7,0,50000,42419,3560,4021,1026,105,48869
3327AA2A,8,0,50000,43878,3147,2975,1131,59,48810
3327AA2A,9,0,50000,43939,3313,2748,1149,70,48781
3327AA2A,K,0,50000,28021,19023,2956,1151,53,48796
3327AA2A,A,0,50000,22594,6795,20611,0,0,50000
3327AAA2,2,0,50000,37448,6338,6214,1035,144,48821
3327AAA2,3,0,50000,38749,5553,5698,992,144,48864
3327AAA2,4,0,50000,38714,6114,5172,1036,141,48823
3327AAA2,5,0,50000,39005,5322,5673,1047,117,48836
3327AAA2,6,0,50000,38418,5912,5670,1038,137,48825
3327AAA2,7,0,50000,42325,3568,4107,1048,86,48866
3327AAA2,8,0,50000,43986,3002,3012,1069,91,48840
3327AAA2,9,0,50000,44041,3340,2619,1105,75,48820
3327AAA2,K,0,50000,28104,19012,2884,1071,39,48890
3327AAA2,A,0,50000,22583,6890,20527,0,0,50000
3327AAAA,2,0,50000,31978,5738,12284,1992,252,47756
3327AAAA,3,0,50000,32704,6106,11190,3049,419,46532
3327AAAA,4,0,50000,32680,6205,11115,3182,382,46436
3327AAAA,5,0,50000,33202,5995,10803,3106,388,46506
3327AAAA,6,0,50000,33938,4646,11416,3110,417,46473
3327AAAA,7,0,50000,38501,3802,7697,3148,284,46568
3327AAAA,8,0,50000,41054,2481,6465,3279,199,46522
3327AAAA,9,0,50000,23973,20602,5425,3275,193,46532
3327AAAA,K,0,50000,22506,6400,21094,3303,114,46583
3328AAAA,2,0,50000,38435,5393,6172,0,0,50000
3328AAAA,3,0,50000,38891,6109,5000,0,0,50000
3328AAAA,4,0,50000,38164,6069,5767,0,0,50000
3328AAAA,5,0,50000,39113,5272,5615,0,0,50000
3328AAAA,6,0,50000,38454,5854,5692,0,0,50000
3328AAAA,7,0,50000,42310,3635,4055,0,0,50000
3328AAAA,8,0,50000,43379,3607,3014,0,0,50000
3328AAAA,9,0,50000,44293,2470,3237,0,0,50000
3328AAAA,K,0,50000,28901,19131,1968,0,0,50000
33322223,4,0,50000,36633,6757,6610,4064,560,45376
33322223,5,0,50000,37518,6223,6259,4004,624,45372
33322223,6,0,50000,38427,5718,5855,4072,558,45370
33322223,7,0,50000,43261,2762,3977,4178,368,45454
33322223,8,0,50000,45778,2045,2177,4478,167,45355
33322223,9,0,50000,41625,6640,1735,4599,184,45217
33322223,K,0,50000,25270,18644,6086,4285,475,45240
33322223,A,0,50000,22875,6611,20514,2064,1376,46560
3332222A,3,0,50000,24360,6674,18966,2222,479,47299
3332222A,4,0,50000,25253,5513,19234,3122,623,46255
3332222A,5,0,50000,27898,3714,18388,3212,569,46219
3332222A,6,0,50000,32310,2344,15346,3484,417,46099
3332222A,7,0,50000,35073,5320,9607,3851,267,45882
3332222A,8,0,50000,19647,19977,10376,4052,348,45600
3332222A,9,0,50000,17961,4678,27361,2692,1528,45780
3332222A,K,0,50000,15208,5316,29476,2493,532,46975
3332222A,A,0,50000,11323,5444,33233,1448,732,47820
33322232,4,0,50000,36753,6686,6561,4099,635,45266
33322232,5,0,50000,37261,6348,6391,4149,596,45255
33322232,6,0,50000,38333,5836,5831,3993,581,45426
33322232,7,0,50000,43212,2793,3995,4291,401,45308
33322232,8,0,50000,45687,2103,2210,4416,214,45370
33322232,9,0,50000,41516,6618,1866,4472,172,45356
33322232,K,0,50000,25058,18743,6199,4272,472,45256
33322232,A,0,50000,22964,6492,20544,1965,1472,46563
3332223A,2,0,50000,31051,6328,12621,2652,460,46888
3332223A,4,0,50000,30334,6648,13018,3551,606,45843
3332223A,5,0,50000,31822,5972,12206,3674,516,45810
3332223A,6,0,50000,35512,2798,11690,3613,608,45779
3332223A,7,0,50000,40587,2537,6876,4030,300,45670
3332223A,8,0,50000,39673,5360,4967,4204,250,45546
3332223A,9,0,50000,22321,19869,7810,4199,350,45451
3332223A,K,0,50000,20297,5807,23896,2902,1483,45615
3332223A,A,0,50000,17131,5795,27074,1740,803,47457
3332224A,2,0,50000,37486,6182,6332,3118,439,46443
3332224A,3,0,50000,37366,6497,6137,3046,415,46539
3332224A,4,0,50000,37230,6280,6490,3034,451,46515
3332224A,5,0,50000,37867,5843,6290,3042,427,46531
3332224A,6,0,50000,39096,4991,5913,2966,403,46631
3332224A,7,0,50000,43407,2970,3623,3213,277,46510
3332224A,8,0,50000,44895,2496,2609,3296,185,46519
3332224A,9,0,50000,42371,5416,2213,3304,177,46519
3332224A,K,0,50000,26206,18852,4942,3269,268,46463
3332224A,A,0,50000,23018,6544,20438,1327,933,47740
333222A2,3,0,50000,24462,6804,18734,2230,450,47320
333222A2,4,0,50000,25117,5388,19495,3236,642,46122
333222A2,5,0,50000,28075,3583,18342,3194,620,46186
333222A2,6,0,50000,32141,2430,15429,3470,393,46137
333222A2,7,0,50000,35037,5369,9594,3898,273,45829
333222A2,8,0,50000,19689,19957,10354,3962,344,45694
333222A2,9,0,50000,17940,4684,27376,2749,1503,45748
333222A2,K,0,50000,15203,5202,29595,2537,539,46924
333222A2,A,0,50000,11381,5532,33087,1400,718,47882
333222A3,2,0,50000,30970,6429,12601,2552,415,47033
333222A3,4,0,50000,30465,6497,13038,3527,533,45940
333222A3,5,0,50000,31848,5968,12184,3672,576,45752
333222A3,6,0,50000,35378,2808,11814,3522,610,45868
333222A3,7,0,50000,40589,2546,6865,3961,287,45752
333222A3,8,0,50000,39761,5435,4804,4278,222,45500
333222A3,9,0,50000,22239,19944,7817,4031,320,45649
333222A3,K,0,50000,20592,5838,23570,2912,1425,45663
333222A3,A,0,50000,17069,5835,27096,1739,779,47482
333222A4,2,0,50000,37281,6338,6381,2997,421,46582
333222A4,3,0,50000,37457,6489,6054,3131,403,46466
333222A4,4,0,50000,36985,6575,6440,3121,441,46438
333222A4,5,0,50000,37933,5913,6154,3004,447,46549
333222A4,6,0,50000,39215,4869,5916,3056,451,46493
333222A4,7,0,50000,43152,3072,3776,3258,248,46494
333222A4,8,0,50000,44924,2450,2626,3380,176,46444
333222A4,9,0,50000,42510,5231,2259,3234,147,46619
333222A4,K,0,50000,26292,18744,4964,3262,286,46452
333222A4,A,0,50000,22968,6516,20516,1318,992,47690
333222AA,2,0,50000,18083,6937,24980,6046,1056,42898
333222AA,3,0,50000,18585,6291,25124,5990,1001,43009
333222AA,4,0,50000,21510,4126,24364,6033,972,42995
333222AA,5,0,50000,24897,3398,21705,7092,1057,41851
333222AA,6,0,50000,25853,5426,18721,7137,955,41908
333222AA,7,0,50000,14617,20616,14767,8000,650,41350
333222AA,8,0,50000,13568,6299,30133,7201,1336,41463
333222AA,9,0,50000,12325,5608,32067,6679,1027,42294
333222AA,K,0,50000,10504,5437,34059,6229,1133,42638
333222AA,A,0,50000,5678,5537,38785,3947,2382,43671
33322322,4,0,50000,36742,6755,6503,4004,580,45416
33322322,5,0,50000,37365,6317,6318,4057,624,45319
33322322,6,0,50000,38220,5782,5998,4116,520,45364
33322322,7,0,50000,43163,2665,4172,4219,388,45393
33322322,8,0,50000,45823,2016,2161,4445,184,45371
33322322,9,0,50000,41612,6601,1787,4504,147,45349
33322322,K,0,50000,25170,18881,5949,4128,440,45432
33322322,A,0,50000,22822,6632,20546,2026,1518,46456
3332232A,2,0,50000,31142,6237,12621,2528,467,47005
3332232A,4,0,50000,30376,6670,12954,3681,632,45687
3332232A,5,0,50000,31859,5939,12202,3677,579,45744
3332232A,6,0,50000,35421,2868,11711,3659,491,45850
3332232A,7,0,50000,40543,2510,6947,4029,272,45699
3332232A,8,0,50000,39683,5443,4874,4263,229,45508
3332232A,9,0,50000,22370,19997,7633,4119,351,45530
3332232A,K,0,50000,20294,5637,24069,2992,1468,45540
3332232A,A,0,50000,17078,5880,27042,1761,785,47454
333223A2,2,0,50000,30870,6388,12742,2584,429,46987
333223A2,4,0,50000,30328,6659,13013,3630,618,45752
333223A2,5,0,50000,31625,6029,12346,3725,546,45729
333223A2,6,0,50000,35366,2813,11821,3680,564,45756
333223A2,7,0,50000,40604,2499,6897,4109,294,45597
333223A2,8,0,50000,39660,5469,4871,4256,219,45525
333223A2,9,0,50000,22260,20016,7724,4190,355,45455
333223A2,K,0,50000,20433,5690,23877,2924,1460,45616
333223A2,A,0,50000,17010,5936,27054,1742,744,47514
333223AA,2,0,50000,24694,6489,18817,2349,458,47193
333223AA,4,0,50000,25678,5367,18955,3153,592,46255
333223AA,5,0,50000,29214,3157,17629,3212,548,46240
333223AA,6,0,50000,31373,3973,14654,3385,402,46213
333223AA,7,0,50000,35709,4467,9824,3899,264,45837
333223AA,8,0,50000,19911,20454,9635,4027,262,45711
333223AA,9,0,50000,17878,4794,27328,3132,1175,45693
333223AA,K,0,50000,15963,5499,28538,2277,1192,46531
333223AA,A,0,50000,11147,5718,33135,1392,453,48155
3332242A,2,0,50000,37339,6318,6343,3144,415,46441
3332242A,3,0,50000,37320,6557,6123,3053,427,46520
3332242A,4,0,50000,36981,6475,6544,3001,447,46552
3332242A,5,0,50000,37957,5913,6130,3039,430,46531
3332242A,6,0,50000,39259,4992,5749,3059,400,46541
3332242A,7,0,50000,43206,3033,3761,3217,245,46538
3332242A,8,0,50000,44902,2470,2628,3227,196,46577
3332242A,9,0,50000,42287,5465,2248,3300,158,46542
3332242A,K,0,50000,26212,18796,4992,3244,307,46449
3332242A,A,0,50000,22845,6532,20623,1362,981,47657
333224A2,2,0,50000,37474,6234,6292,3110,429,46461
333224A2,3,0,50000,37473,6500,6027,3096,411,46493
333224A2,4,0,50000,37185,6522,6293,3000,447,46553
333224A2,5,0,50000,37822,5882,6296,3038,433,46529
333224A2,6,0,50000,39308,5023,5669,3084,408,46508
333224A2,7,0,50000,43229,3036,3735,3226,274,46500
333224A2,8,0,50000,44765,2578,2657,3327,218,46455
333224A2,9,0,50000,42440,5333,2227,3310,167,46523
333224A2,K,0,50000,26177,18751,5072,3145,269,46586
333224A2,A,0,50000,23068,6565,20367,1340,933,47727
333224AA,2,0,50000,31085,6259,12656,2738,438,46824
333224AA,3,0,50000,31223,6472,12305,3882,578,45540
333224AA,4,0,50000,31017,6315,12668,3886,596,45518
333224AA,5,0,50000,33108,5167,11725,3806,540,45654
333224AA,6,0,50000,35546,3601,10853,3870,560,45570
333224AA,7,0,50000,40073,3028,6899,4131,292,45577
333224AA,8,0,50000,39839,4525,5636,4318,271,45411
333224AA,9,0,50000,22810,20256,6934,4314,269,45417
333224AA,K,0,50000,21367,5765,22868,3502,1057,45441
333224AA,A,0,50000,17096,5791,27113,1921,1118,46961
333225AA,2,0,50000,37524,6379,6097,2055,288,47657
333225AA,3,0,50000,37694,6392,5914,2070,263,47667
333225AA,4,0,50000,37587,6281,6132,2041,307,47652
333225AA,5,0,50000,39235,4873,5892,2100,298,47602
333225AA,6,0,50000,39227,5813,4960,2071,218,47711
333225AA,7,0,50000,43164,3029,3807,2151,187,47662
333225AA,8,0,50000,44378,2927,2695,2168,124,47708
333225AA,9,0,50000,43149,4306,2545,2164,124,47712
333225AA,K,0,50000,27175,18874,3951,2216,125,47659
333225AA,A,0,50000,22964,6567,20469,713,503,48784
33322A22,3,0,50000,24412,6723,18865,2195,427,47378
33322A22,4,0,50000,25101,5434,19465,3241,637,46122
33322A22,5,0,50000,27963,3603,18434,3231,597,46172
33322A22,6,0,50000,32480,2377,15143,3429,408,46163
33322A22,7,0,50000,35006,5357,9637,3828,245,45927
33322A22,8,0,50000,19408,20120,10472,3893,397,45710
33322A22,9,0,50000,17716,4620,27664,2725,1481,45794
33322A22,K,0,50000,15062,5168,29770,2375,539,47086
33322A22,A,0,50000,11213,5549,33238,1451,738,47811
33322A23,2,0,50000,30861,6429,12710,2619,439,46942
33322A23,4,0,50000,30212,6669,13119,3661,566,45773
33322A23,5,0,50000,31742,5964,12294,3598,637,45765
33322A23,6,0,50000,35422,2802,11776,3600,559,45841
33322A23,7,0,50000,40579,2515,6906,4017,285,45698
33322A23,8,0,50000,39734,5530,4736,4175,243,45582
33322A23,9,0,50000,22287,19803,7910,4016,346,45638
33322A23,K,0,50000,20555,5690,23755,2949,1495,45556
33322A23,A,0,50000,17052,5787,27161,1713,766,47521
33322A24,2,0,50000,37390,6363,6247,3080,455,46465
33322A24,3,0,50000,37442,6498,6060,3139,418,46443
33322A24,4,0,50000,37115,6422,6463,3009,461,46530
33322A24,5,0,50000,38101,5669,6230,3070,436,46494
33322A24,6,0,50000,39329,4982,5689,3071,392,46537
33322A24,7,0,50000,43267,3001,3732,3180,276,46544
33322A24,8,0,50000,44927,2466,2607,3259,168,46573
33322A24,9,0,50000,42286,5442,2272,3291,165,46544
33322A24,K,0,50000,26303,18691,5006,3291,294,46415
33322A24,A,0,50000,22936,6557,20507,1368,961,47671
33322A2A,2,0,50000,18143,6738,25119,6060,1003,42937
33322A2A,3,0,50000,18446,6337,25217,6173,1041,42786
33322A2A,4,0,50000,21480,3981,24539,5755,980,43265
33322A2A,5,0,50000,24800,3467,21733,7051,1016,41933
33322A2A,6,0,50000,25872,5532,18596,7160,971,41869
33322A2A,7,0,50000,14665,20524,14811,7799,644,41557
33322A2A,8,0,50000,13483,6192,30325,7284,1397,41319
33322A2A,9,0,50000,12337,5581,32082,6849,1071,42080
33322A2A,K,0,50000,10366,5264,34370,6128,1180,42692
33322A2A,A,0,50000,5444,5491,39065,3839,2403,43758
33322A32,2,0,50000,30822,6418,12760,2636,434,46930
33322A32,4,0,50000,30431,6596,12973,3664,656,45680
33322A32,5,0,50000,31983,5937,12080,3767,562,45671
33322A32,6,0,50000,35549,2874,11577,3597,605,45798
33322A32,7,0,50000,40533,2477,6990,4144,307,45549
33322A32,8,0,50000,39595,5477,4928,4242,231,45527
33322A32,9,0,50000,22226,20069,7705,4152,372,45476
33322A32,K,0,50000,20543,5537,23920,2771,1484,45745
33322A32,A,0,50000,17050,5873,27077,1743,803,47454
33322A3A,2,0,50000,24825,6413,18762,2283,452,47265
33322A3A,4,0,50000,25469,5403,19128,3123,588,46289
33322A3A,5,0,50000,28796,3206,17998,3197,567,46236
33322A3A,6,0,50000,31418,3922,14660,3469,417,46114
33322A3A,7,0,50000,35336,4622,10042,3866,311,45823
33322A3A,8,0,50000,19852,20273,9875,3907,295,45798
33322A3A,9,0,50000,17987,4777,27236,3069,1134,45797
33322A3A,K,0,50000,15642,5505,28853,2284,1206,46510
33322A3A,A,0,50000,11220,5658,33122,1493,437,48070
33322A42,2,0,50000,37307,6365,6328,3069,434,46497
33322A42,3,0,50000,37276,6557,6167,3144,377,46479
33322A42,4,0,50000,36959,6572,6469,3058,446,46496
33322A42,5,0,50000,37914,5845,6241,3084,472,46444
33322A42,6,0,50000,39037,5116,5847,3203,408,46389
33322A42,7,0,50000,43162,3101,3737,3195,277,46528
33322A42,8,0,50000,44852,2450,2698,3311,214,46475
33322A42,9,0,50000,42329,5419,2252,3199,156,46645
33322A42,K,0,50000,26451,18637,4912,3261,249,46490
33322A42,A,0,50000,22916,6409,20675,1389,956,47655
33322A4A,2,0,50000,31156,6477,12367,2754,444,46802
33322A4A,3,0,50000,31108,6423,12469,3698,592,45710
33322A4A,4,0,50000,30980,6361,12659,3750,626,45624
33322A4A,5,0,50000,33049,5310,11641,3753,573,45674
33322A4A,6,0,50000,35385,3602,11013,3895,491,45614
33322A4A,7,0,50000,40211,3025,6764,4165,330,45505
33322A4A,8,0,50000,40069,4383,5548,4235,243,45522
33322A4A,9,0,50000,22807,20296,6897,4202,265,45533
33322A4A,K,0,50000,21390,5858,22752,3318,1087,45595
33322A4A,A,0,50000,16854,6079,27067,1825,1100,47075
33322A5A,2,0,50000,37452,6487,6061,2184,300,47516
33322A5A,3,0,50000,37593,6394,6013,2053,242,47705
33322A5A,4,0,50000,37357,6339,6304,2017,296,47687
33322A5A,5,0,50000,39272,4884,5844,1996,286,47718
